"filename", "language", "JSON", "HTML", "Markdown", "JavaScript", "XML", "JavaScript JSX", "YAML", "comment", "blank", "total"
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/FileInput.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 3, 26
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Filter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 57, 0, 0, 7, 64
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Flag.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 7, 0, 0, 2, 9
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Form.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 24, 0, 1, 5, 30
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/FormRow.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 44, 0, 0, 5, 49
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/FormRowVertical.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 24, 0, 0, 5, 29
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Header.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 4, 23
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/HeaderMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 5, 35
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Heading.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 34, 0, 4, 4, 42
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Input.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 3, 12
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Logo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 5, 24
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/MainNav.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 91, 0, 0, 5, 96
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Menus.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 124, 0, 0, 21, 145
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Modal-v1.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 63, 0, 0, 7, 70
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Modal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 85, 0, 0, 16, 101
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Pagination.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 89, 0, 0, 12, 101
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/ProtectedRoute.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 25, 0, 6, 9, 40
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Row.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 22, 0, 0, 4, 26
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Select.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 26, 0, 0, 3, 29
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Sidebar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 22, 0, 2, 4, 28
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/SortBy.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 4, 23
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Spinner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 4, 23
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/SpinnerMini.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 13, 0, 0, 4, 17
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Table.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 87, 0, 0, 15, 102
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/TableOperations.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 7, 0, 0, 3, 10
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Tag.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 3, 17
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/ui/Textarea.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 11, 0, 0, 3, 14
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/utils/constants.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/src/utils/helpers.js", "JavaScript", 0, 0, 0, 20, 0, 0, 0, 4, 6, 30
"/home/samu/Documentos/PROGRAMACION/CURSOS/REACT/16-the-wild-oasis/vite.config.js", "JavaScript", 0, 0, 0, 5, 0, 0, 0, 1, 1, 7
"Total", "-", 6127, 13, 5, 1344, 1, 3913, 4211, 157, 1408, 17179
